,client_id,time_step_1,time_step_2,time_step_3,time_confirm,Variation,total_time
9768,8754295,5.0,22.0,70.0,33.0,Test,130.0
9769,2791552,33.0,17.0,37.0,47.0,Control,134.0
9770,4793150,27.0,283.0,116.0,71.0,Control,497.0
9771,230950,62.0,6.0,40.0,167.0,Control,275.0
9772,9740330,36.0,20.0,43.0,109.0,Control,208.0
9773,660556,7.0,30.0,66.0,144.0,Test,247.0
9774,9928401,33.0,43.0,40.0,118.0,Control,234.0
9775,1729027,22.0,13.0,81.0,29.0,Test,145.0
9776,720325,12.0,31.0,119.0,73.0,Control,235.0
9777,9642243,8.0,83.0,28.0,27.0,Test,146.0
9778,8503257,6.0,80.0,45.0,98.0,Test,229.0
9779,1891067,48.0,18.0,58.0,646.0,Control,770.0
9780,9270315,45.0,85.0,54.0,115.0,Test,299.0
9781,4188215,362.0,8.0,69.0,63.0,Control,502.0
9782,2448787,29.0,10.0,46.0,95.0,Control,180.0
9783,7221834,22.0,7.0,254.0,42.0,Control,325.0
9784,9004223,11.0,6.0,44.0,37.0,Control,98.0
9785,4843378,8.0,17.0,57.0,38.0,Control,120.0
9786,8300275,33.0,8.0,96.0,212.0,Test,349.0
9787,1871798,66.0,20.0,83.0,82.0,Control,251.0
9788,3138783,9.0,39.0,54.0,53.0,Control,155.0
9789,3022895,21.0,90.0,42.0,285.0,Test,438.0
9790,4301708,20.0,16.0,80.0,48.0,Test,164.0
9791,9629210,7.0,5.0,80.0,45.0,Test,137.0
9792,2336104,6.0,9.0,78.0,25.0,Control,118.0
9793,4083216,89.0,4.0,139.0,212.0,Test,444.0
9794,4279215,6.0,10.0,52.0,33.0,Test,101.0
9795,1113377,36.0,7.0,98.0,973.0,Control,1114.0
9796,3178517,8.0,79.0,56.0,36.0,Test,179.0
9797,371162,8.0,15.0,96.0,34.0,Test,153.0
9798,1305266,16.0,9.0,31.0,30.0,Control,86.0
9799,482692,12.0,90.0,32.0,50.0,Control,184.0
9800,1734338,20.0,139.0,59.0,61.0,Control,279.0
9801,3607018,14.0,30.0,93.0,53.0,Test,190.0
9802,7586469,4.0,25.0,24.0,20.0,Test,73.0
9803,7482600,5.0,26.0,152.0,804.0,Test,987.0
9804,5880392,37.0,16.0,60.0,261.0,Control,374.0
9805,7791874,8.0,8.0,186.0,66.0,Control,268.0
9806,5333922,7.0,29.0,93.0,55.0,Control,184.0
9807,460291,7.0,7.0,82.0,29.0,Control,125.0
9808,1104401,6.0,37.0,71.0,31.0,Test,145.0
9809,727133,68.0,80.0,50.0,245.0,Control,443.0
9810,4257759,12.0,14.0,108.0,42.0,Control,176.0
9811,8378787,75.0,116.0,122.0,617.0,Test,930.0
9812,3378895,17.0,30.0,103.0,25.0,Control,175.0
9813,5042542,5.0,38.0,33.0,29.0,Test,105.0
9814,8133761,27.0,13.0,179.0,114.0,Control,333.0
9815,9669175,48.0,14.0,249.0,220.0,Test,531.0
9816,6972473,28.0,32.0,185.0,366.0,Control,611.0
9817,2809905,3.0,16.0,63.0,19.0,Test,101.0
9818,7108764,22.0,33.0,56.0,37.0,Test,148.0
9819,7409542,56.0,27.0,98.0,96.0,Test,277.0
9820,2244649,52.0,116.0,69.0,131.0,Control,368.0
9821,9253649,6.0,29.0,23.0,24.0,Control,82.0
9822,1324554,8.0,35.0,59.0,23.0,Test,125.0
9823,9305903,10.0,27.0,220.0,98.0,Test,355.0
9824,6846120,13.0,6.0,57.0,56.0,Control,132.0
9825,1459221,11.0,8.0,114.0,155.0,Control,288.0
9826,7383102,6.0,12.0,31.0,25.0,Test,74.0
9827,6766995,8.0,59.0,63.0,61.0,Control,191.0
9828,4791008,4.0,7.0,177.0,63.0,Test,251.0
9829,5950382,5.0,50.0,58.0,89.0,Test,202.0
9830,8529036,56.0,22.0,84.0,386.0,Test,548.0
9831,6190541,17.0,22.0,58.0,27.0,Control,124.0
9832,3789433,29.0,77.0,38.0,142.0,Control,286.0
9833,8126956,5.0,5.0,118.0,36.0,Control,164.0
9834,3256364,9.0,6.0,69.0,30.0,Control,114.0
9835,8586536,4.0,79.0,105.0,127.0,Test,315.0
9836,392273,399.0,12.0,126.0,645.0,Control,1182.0
9837,1753961,6.0,42.0,107.0,40.0,Test,195.0
9838,8780433,72.0,16.0,166.0,33.0,Test,287.0
9839,4239876,64.0,6.0,226.0,485.0,Control,781.0
9840,3600955,5.0,23.0,13.0,21.0,Test,62.0
9841,9252292,5.0,14.0,43.0,20.0,Test,82.0
9842,8800235,46.0,9.0,39.0,170.0,Control,264.0
9843,2962019,16.0,59.0,35.0,56.0,Control,166.0
9844,5258581,23.0,7.0,226.0,114.0,Control,370.0
9845,9389733,5.0,53.0,245.0,40.0,Test,343.0
9846,3953220,41.0,30.0,172.0,90.0,Control,333.0
9847,351247,5.0,21.0,80.0,34.0,Test,140.0
9848,7061245,7.0,59.0,30.0,188.0,Test,284.0
9849,6290066,122.0,74.0,56.0,403.0,Test,655.0
9850,2772447,29.0,10.0,83.0,66.0,Control,188.0
9851,1486808,14.0,20.0,75.0,41.0,Test,150.0
9852,1393178,121.0,41.0,133.0,29.0,Test,324.0
9853,9023475,68.0,21.0,47.0,189.0,Control,325.0
9854,9665433,19.0,61.0,158.0,64.0,Control,302.0
9855,3464312,373.0,8.0,137.0,147.0,Control,665.0
9856,5346181,7.0,12.0,57.0,25.0,Test,101.0
9857,7225168,11.0,18.0,126.0,69.0,Control,224.0
9858,1215944,27.0,43.0,27.0,521.0,Control,618.0
9859,9047167,20.0,6.0,28.0,102.0,Test,156.0
9860,6317332,14.0,48.0,56.0,97.0,Test,215.0
9861,5993485,7.0,4.0,140.0,78.0,Control,229.0
9862,9396373,18.0,44.0,67.0,71.0,Control,200.0
9863,2908177,14.0,5.0,13.0,48.0,Test,80.0
9864,9886214,10.0,9.0,101.0,489.0,Test,609.0
9865,9917903,72.0,30.0,158.0,34.0,Test,294.0
9866,7324107,5.0,6.0,70.0,60.0,Test,141.0
9867,4993473,26.0,14.0,462.0,117.0,Test,619.0
9868,4028331,280.0,57.0,129.0,201.0,Test,667.0
9869,9325262,5.0,27.0,54.0,27.0,Control,113.0
9870,8711224,4.0,59.0,115.0,41.0,Test,219.0
9871,7674299,11.0,109.0,173.0,64.0,Test,357.0
9872,7068030,12.0,16.0,129.0,435.0,Test,592.0
9873,7896038,23.0,16.0,35.0,79.0,Control,153.0
9874,5334349,24.0,38.0,146.0,100.0,Control,308.0
9875,5246910,12.0,12.0,84.0,73.0,Control,181.0
9876,1875252,16.0,20.0,45.0,60.0,Test,141.0
9877,9427685,17.0,40.0,82.0,115.0,Test,254.0
9878,5084415,10.0,11.0,81.0,275.0,Control,377.0
9879,303136,9.0,9.0,31.0,19.0,Test,68.0
9880,8629156,43.0,10.0,25.0,87.0,Control,165.0
9881,1208839,425.0,61.0,89.0,81.0,Control,656.0
9882,7385677,6.0,17.0,112.0,21.0,Test,156.0
9883,7730144,9.0,29.0,127.0,37.0,Control,202.0
9884,9249208,11.0,30.0,581.0,79.0,Test,701.0
9885,493194,22.0,9.0,18.0,61.0,Control,110.0
9886,6453112,101.0,15.0,40.0,156.0,Control,312.0
9887,3494298,3.0,21.0,81.0,23.0,Test,128.0
9888,3435545,27.0,12.0,167.0,174.0,Control,380.0
9889,431627,3.0,40.0,55.0,18.0,Test,116.0
9890,4100161,63.0,80.0,151.0,129.0,Test,423.0
9891,4335350,10.0,34.0,29.0,27.0,Test,100.0
9892,6838639,31.0,32.0,31.0,169.0,Control,263.0
9893,62754,115.0,25.0,28.0,33.0,Test,201.0
9894,4762692,28.0,8.0,37.0,55.0,Control,128.0
9895,3892026,14.0,44.0,19.0,26.0,Control,103.0
9896,8409890,11.0,23.0,89.0,115.0,Test,238.0
9897,7947445,55.0,19.0,47.0,431.0,Control,552.0
9898,1659638,31.0,119.0,269.0,480.0,Control,899.0
9899,233391,38.0,38.0,56.0,107.0,Test,239.0
9900,7261624,7.0,15.0,69.0,45.0,Test,136.0
9901,2480469,155.0,13.0,37.0,228.0,Control,433.0
9902,31715,34.0,6.0,89.0,40.0,Control,169.0
9903,9977341,21.0,7.0,71.0,21.0,Test,120.0
9904,4284358,36.0,75.0,111.0,75.0,Control,297.0
9905,7149854,61.0,63.0,55.0,391.0,Control,570.0
9906,9222139,8.0,18.0,73.0,38.0,Test,137.0
9907,4223520,17.0,7.0,95.0,73.0,Control,192.0
9908,2426670,8.0,21.0,36.0,48.0,Test,113.0
9909,3959099,114.0,45.0,72.0,22.0,Test,253.0
9910,3941993,20.0,14.0,80.0,57.0,Control,171.0
9911,956129,361.0,21.0,77.0,595.0,Control,1054.0
9912,4684639,31.0,10.0,76.0,28.0,Test,145.0
9913,6547653,11.0,22.0,77.0,86.0,Test,196.0
9914,6030124,17.0,14.0,66.0,37.0,Test,134.0
9915,4898296,31.0,8.0,64.0,88.0,Control,191.0
9916,8555514,8.0,40.0,131.0,85.0,Test,264.0
9917,7278226,15.0,72.0,77.0,139.0,Control,303.0
9918,3070009,9.0,48.0,45.0,60.0,Test,162.0
9919,2029226,7.0,23.0,281.0,48.0,Test,359.0
9920,4320842,12.0,17.0,41.0,152.0,Test,222.0
9921,8191449,16.0,44.0,80.0,84.0,Control,224.0
9922,3279105,7.0,15.0,34.0,41.0,Test,97.0
9923,4568193,53.0,5.0,58.0,38.0,Control,154.0
9924,6013279,5.0,25.0,57.0,33.0,Test,120.0
9925,3424157,16.0,68.0,71.0,29.0,Test,184.0
9926,1055254,12.0,4.0,47.0,81.0,Control,144.0
9927,4220347,4.0,6.0,38.0,21.0,Test,69.0
9928,4961438,18.0,128.0,180.0,72.0,Control,398.0
9929,4370785,33.0,7.0,24.0,66.0,Control,130.0
9930,652990,18.0,9.0,71.0,517.0,Control,615.0
9931,6098583,8.0,15.0,106.0,80.0,Control,209.0
9932,5692652,10.0,15.0,68.0,19.0,Test,112.0
9933,9028616,60.0,53.0,78.0,296.0,Test,487.0
9934,5349851,183.0,16.0,119.0,175.0,Control,493.0
9935,7967415,38.0,224.0,203.0,29.0,Control,494.0
9936,6483911,15.0,81.0,74.0,59.0,Test,229.0
9937,6878222,32.0,18.0,34.0,162.0,Control,246.0
9938,5212142,25.0,277.0,26.0,72.0,Control,400.0
9939,1162915,13.0,30.0,717.0,75.0,Test,835.0
9940,1882050,6.0,4.0,37.0,32.0,Control,79.0
9941,809545,7.0,15.0,90.0,22.0,Test,134.0
9942,6910263,118.0,50.0,62.0,228.0,Control,458.0
9943,476642,10.0,33.0,28.0,209.0,Test,280.0
9944,4184757,38.0,45.0,140.0,151.0,Test,374.0
9945,9112702,44.0,38.0,197.0,557.0,Control,836.0
9946,2903616,49.0,9.0,146.0,126.0,Test,330.0
9947,5050078,6.0,70.0,28.0,106.0,Test,210.0
9948,3867119,9.0,11.0,53.0,39.0,Test,112.0
9949,2918674,7.0,14.0,71.0,23.0,Test,115.0
9950,5101988,5.0,36.0,24.0,177.0,Test,242.0
9951,7926195,40.0,28.0,105.0,75.0,Control,248.0
9952,6976946,3.0,4.0,66.0,37.0,Control,110.0
9953,5328996,39.0,52.0,54.0,213.0,Control,358.0
9954,5545428,3.0,7.0,128.0,17.0,Test,155.0
9955,3986696,11.0,17.0,54.0,26.0,Test,108.0
9956,2501151,11.0,18.0,60.0,30.0,Test,119.0
9957,6532710,13.0,38.0,101.0,35.0,Test,187.0
9958,3267458,65.0,92.0,344.0,76.0,Control,577.0
9959,2913074,30.0,68.0,149.0,77.0,Test,324.0
9960,5147197,21.0,22.0,39.0,143.0,Control,225.0
9961,5284522,36.0,9.0,103.0,124.0,Test,272.0
9962,4490901,9.0,6.0,103.0,52.0,Control,170.0
9963,2831189,12.0,22.0,100.0,54.0,Control,188.0
9964,8388135,4.0,10.0,15.0,20.0,Test,49.0
9965,6253626,14.0,41.0,111.0,92.0,Test,258.0
9966,3285638,8.0,15.0,56.0,30.0,Test,109.0
9967,2116228,8.0,34.0,60.0,76.0,Test,178.0
9968,8888660,11.0,32.0,86.0,30.0,Test,159.0
9969,7650783,13.0,64.0,57.0,79.0,Test,213.0
9970,9656424,5.0,15.0,54.0,77.0,Test,151.0
9971,4732163,5.0,47.0,47.0,38.0,Control,137.0
9972,5205837,47.0,18.0,207.0,104.0,Control,376.0
9973,4915471,6.0,13.0,81.0,25.0,Test,125.0
9974,1517855,10.0,6.0,12.0,61.0,Test,89.0
9975,6193539,6.0,17.0,76.0,90.0,Test,189.0
9976,5828878,8.0,11.0,58.0,22.0,Test,99.0
9977,992924,23.0,35.0,509.0,321.0,Control,888.0
9978,9790489,10.0,42.0,61.0,56.0,Test,169.0
9979,9671726,155.0,22.0,178.0,34.0,Test,389.0
9980,5300698,3.0,7.0,44.0,39.0,Control,93.0
9981,2922703,44.0,41.0,117.0,189.0,Control,391.0
9982,9989589,19.0,7.0,61.0,55.0,Control,142.0
9983,6477209,22.0,42.0,62.0,60.0,Control,186.0
9984,1109597,492.0,12.0,31.0,89.0,Control,624.0
9985,8455042,21.0,274.0,336.0,452.0,Control,1083.0
9986,1286989,6.0,66.0,113.0,1161.0,Test,1346.0
9987,2331081,7.0,30.0,31.0,66.0,Test,134.0
9988,4488611,67.0,12.0,47.0,149.0,Control,275.0
9989,1811363,32.0,119.0,61.0,137.0,Control,349.0
9990,787468,11.0,23.0,80.0,143.0,Test,257.0
9991,1154898,29.0,48.0,68.0,87.0,Test,232.0
9992,4361106,26.0,31.0,116.0,43.0,Test,216.0
9993,778534,9.0,13.0,94.0,49.0,Test,165.0
9994,3648974,17.0,7.0,82.0,44.0,Control,150.0
9995,6317256,5.0,35.0,61.0,32.0,Test,133.0
9996,7388626,205.0,61.0,142.0,94.0,Test,502.0
9997,4253435,9.0,34.0,24.0,84.0,Test,151.0
9998,7161415,19.0,81.0,98.0,51.0,Control,249.0
9999,9169849,4.0,16.0,48.0,156.0,Test,224.0
10000,2689880,8.0,22.0,54.0,20.0,Test,104.0
10001,2844725,7.0,7.0,169.0,34.0,Control,217.0
10002,3367503,14.0,6.0,57.0,55.0,Control,132.0
10003,4507678,21.0,26.0,75.0,21.0,Test,143.0
10004,3093790,16.0,36.0,75.0,920.0,Test,1047.0
10005,8389387,8.0,7.0,104.0,34.0,Control,153.0
10006,8415235,8.0,11.0,52.0,66.0,Test,137.0
10007,2898308,8.0,5.0,14.0,15.0,Test,42.0
10008,7170515,30.0,203.0,389.0,326.0,Control,948.0
10009,2325282,59.0,61.0,74.0,415.0,Control,609.0
10010,7388571,25.0,8.0,83.0,102.0,Control,218.0
10011,7183284,32.0,128.0,41.0,289.0,Control,490.0
10012,9013527,5.0,68.0,36.0,75.0,Test,184.0
10013,473328,151.0,60.0,40.0,627.0,Test,878.0
10014,7616453,10.0,15.0,87.0,25.0,Test,137.0
10015,7255011,7.0,6.0,240.0,40.0,Control,293.0
10016,7114214,11.0,18.0,56.0,21.0,Test,106.0
10017,3440791,7.0,27.0,56.0,43.0,Control,133.0
10018,9582515,95.0,37.0,68.0,59.0,Test,259.0
10019,8577484,72.0,137.0,269.0,976.0,Test,1454.0
10020,2038365,18.0,7.0,77.0,53.0,Control,155.0
10021,6795578,180.0,72.0,107.0,30.0,Control,389.0
10022,8466350,12.0,14.0,35.0,73.0,Test,134.0
10023,5128877,145.0,11.0,105.0,92.0,Test,353.0
10024,3173760,63.0,83.0,112.0,58.0,Control,316.0
10025,9052626,28.0,8.0,146.0,122.0,Control,304.0
10026,2379890,10.0,7.0,64.0,37.0,Control,118.0
10027,9132649,4.0,60.0,65.0,14.0,Test,143.0
10028,4559825,4.0,16.0,33.0,29.0,Test,82.0
10029,5152060,10.0,10.0,146.0,18.0,Test,184.0
10030,8752898,34.0,55.0,102.0,30.0,Test,221.0
10031,1927568,9.0,18.0,77.0,38.0,Test,142.0
10032,4928864,6.0,56.0,160.0,51.0,Test,273.0
10033,7654435,10.0,29.0,37.0,276.0,Test,352.0
10034,9542357,87.0,160.0,63.0,193.0,Control,503.0
10035,4881930,7.0,16.0,35.0,45.0,Test,103.0
10036,1679014,30.0,90.0,89.0,61.0,Control,270.0
10037,7936415,13.0,130.0,29.0,55.0,Control,227.0
10038,3477535,23.0,9.0,140.0,51.0,Control,223.0
10039,233312,18.0,38.0,106.0,63.0,Test,225.0
10040,574136,25.0,51.0,111.0,111.0,Control,298.0
10041,1300694,5.0,21.0,34.0,26.0,Test,86.0
10042,3349040,54.0,26.0,75.0,172.0,Test,327.0
10043,888682,23.0,63.0,57.0,521.0,Control,664.0
10044,3835303,6.0,7.0,80.0,44.0,Test,137.0
10045,4035366,11.0,69.0,135.0,80.0,Control,295.0
10046,3952364,50.0,188.0,74.0,205.0,Control,517.0
10047,6692086,15.0,6.0,44.0,45.0,Test,110.0
10048,2489460,62.0,9.0,191.0,371.0,Control,633.0
10049,4943650,4.0,88.0,146.0,44.0,Test,282.0
10050,4058187,16.0,50.0,141.0,86.0,Control,293.0
10051,9815086,20.0,265.0,503.0,214.0,Control,1002.0
10052,9549571,15.0,31.0,60.0,27.0,Test,133.0
10053,5171446,8.0,35.0,90.0,68.0,Test,201.0
10054,3773516,28.0,7.0,69.0,101.0,Control,205.0
10055,2319496,12.0,58.0,64.0,31.0,Test,165.0
10056,4029048,47.0,8.0,131.0,83.0,Control,269.0
10057,1474213,14.0,21.0,56.0,74.0,Control,165.0
10058,2550100,37.0,42.0,115.0,171.0,Control,365.0
10059,2352141,6.0,15.0,49.0,30.0,Test,100.0
10060,9883336,9.0,26.0,22.0,21.0,Test,78.0
10061,3039602,5.0,25.0,69.0,47.0,Test,146.0
10062,6399488,7.0,49.0,70.0,135.0,Test,261.0
10063,7679440,18.0,20.0,29.0,50.0,Test,117.0
10064,6122432,4.0,20.0,88.0,34.0,Control,146.0
10065,6323047,40.0,16.0,94.0,221.0,Control,371.0
10066,4528533,5.0,33.0,363.0,33.0,Test,434.0
10067,89693,13.0,50.0,82.0,22.0,Test,167.0
10068,5811937,6.0,31.0,44.0,29.0,Test,110.0
10069,2805504,58.0,23.0,96.0,139.0,Control,316.0
10070,6501568,12.0,14.0,21.0,67.0,Test,114.0
10071,850828,188.0,18.0,121.0,60.0,Test,387.0
10072,2478030,74.0,83.0,73.0,612.0,Test,842.0
10073,9623489,11.0,14.0,160.0,100.0,Test,285.0
10074,3416877,13.0,6.0,26.0,86.0,Control,131.0
10075,2667550,8.0,45.0,91.0,34.0,Test,178.0
10076,7652076,18.0,78.0,61.0,26.0,Test,183.0
10077,8808033,13.0,19.0,58.0,45.0,Test,135.0
10078,9262828,21.0,8.0,14.0,144.0,Control,187.0
10079,6791845,5.0,23.0,39.0,77.0,Test,144.0
10080,1364356,88.0,9.0,153.0,79.0,Control,329.0
10081,9159526,11.0,8.0,54.0,28.0,Control,101.0
10082,538600,5.0,11.0,142.0,26.0,Test,184.0
10083,4325419,7.0,20.0,46.0,38.0,Test,111.0
10084,873963,28.0,21.0,34.0,78.0,Control,161.0
10085,8685018,52.0,24.0,139.0,94.0,Control,309.0
10086,9079865,4.0,17.0,48.0,23.0,Test,92.0
10087,1683664,11.0,38.0,24.0,403.0,Control,476.0
10088,114542,7.0,18.0,95.0,31.0,Test,151.0
10089,5085938,6.0,7.0,76.0,34.0,Control,123.0
10090,6587026,21.0,55.0,137.0,125.0,Control,338.0
10091,7092079,5.0,6.0,52.0,40.0,Test,103.0
10092,2068954,43.0,13.0,323.0,242.0,Control,621.0
10093,2056656,7.0,27.0,75.0,30.0,Test,139.0
10094,6023415,4.0,39.0,41.0,29.0,Test,113.0
10095,5061610,21.0,149.0,159.0,229.0,Test,558.0
10096,3255508,2.0,10.0,98.0,21.0,Test,131.0
10097,7490608,56.0,63.0,74.0,118.0,Control,311.0
10098,9077544,6.0,6.0,68.0,29.0,Control,109.0
10099,3123158,592.0,26.0,38.0,31.0,Test,687.0
10100,1549430,181.0,86.0,29.0,1026.0,Test,1322.0
10101,1538557,32.0,6.0,103.0,131.0,Control,272.0
10102,2517465,19.0,56.0,79.0,42.0,Test,196.0
10103,7893738,36.0,23.0,119.0,118.0,Test,296.0
10104,6868984,63.0,46.0,18.0,50.0,Control,177.0
10105,7103902,49.0,80.0,238.0,44.0,Control,411.0
10106,3174716,45.0,12.0,175.0,131.0,Control,363.0
10107,5744690,5.0,5.0,88.0,57.0,Control,155.0
10108,6965013,16.0,35.0,12.0,22.0,Test,85.0
10109,3493560,33.0,19.0,141.0,58.0,Test,251.0
10110,6597238,11.0,58.0,87.0,24.0,Test,180.0
10111,5768114,10.0,25.0,434.0,39.0,Test,508.0
10112,7177216,6.0,20.0,62.0,32.0,Test,120.0
10113,5161244,4.0,5.0,125.0,23.0,Control,157.0
10114,4285382,7.0,9.0,80.0,44.0,Control,140.0
10115,2778117,11.0,23.0,50.0,71.0,Test,155.0
10116,5812236,12.0,95.0,30.0,91.0,Test,228.0
10117,3366593,29.0,17.0,48.0,40.0,Test,134.0
10118,2145029,15.0,47.0,35.0,105.0,Test,202.0
10119,7551444,88.0,28.0,28.0,520.0,Test,664.0
10120,7140838,15.0,17.0,60.0,46.0,Test,138.0
10121,8403485,5.0,10.0,32.0,18.0,Test,65.0
10122,4399643,4.0,81.0,99.0,55.0,Test,239.0
10123,7401312,5.0,31.0,57.0,88.0,Test,181.0
10124,8081536,9.0,17.0,23.0,32.0,Test,81.0
10125,2721873,89.0,163.0,60.0,265.0,Test,577.0
10126,4560132,13.0,18.0,74.0,49.0,Control,154.0
10127,2232833,14.0,19.0,189.0,85.0,Test,307.0
10128,9753307,10.0,10.0,13.0,65.0,Control,98.0
10129,1851383,5.0,14.0,23.0,47.0,Test,89.0
10130,7302980,14.0,21.0,92.0,49.0,Test,176.0
10131,5999506,5.0,5.0,134.0,49.0,Control,193.0
10132,1470622,7.0,7.0,167.0,13.0,Test,194.0
10133,4150493,6.0,4.0,23.0,20.0,Control,53.0
10134,2113100,10.0,13.0,34.0,32.0,Test,89.0
10135,6948012,11.0,19.0,35.0,90.0,Test,155.0
10136,8317305,6.0,8.0,88.0,29.0,Test,131.0
10137,3635906,46.0,66.0,128.0,184.0,Control,424.0
10138,4219703,5.0,16.0,79.0,24.0,Test,124.0
10139,6734507,51.0,11.0,201.0,120.0,Control,383.0
10140,1329282,6.0,6.0,42.0,37.0,Test,91.0
10141,8574276,8.0,53.0,53.0,35.0,Test,149.0
10142,5120495,338.0,76.0,62.0,362.0,Control,838.0
10143,1262295,6.0,15.0,93.0,22.0,Test,136.0
10144,2566430,51.0,46.0,115.0,327.0,Control,539.0
10145,4069169,16.0,29.0,48.0,61.0,Test,154.0
10146,2594508,4.0,69.0,67.0,42.0,Test,182.0
10147,4142199,7.0,18.0,33.0,60.0,Test,118.0
10148,7964421,55.0,14.0,335.0,38.0,Test,442.0
10149,4061104,18.0,43.0,14.0,47.0,Test,122.0
10150,1357971,21.0,6.0,56.0,183.0,Control,266.0
10151,2293999,18.0,35.0,122.0,50.0,Control,225.0
10152,6713641,21.0,7.0,149.0,144.0,Control,321.0
10153,305572,65.0,231.0,87.0,267.0,Control,650.0
10154,6884826,12.0,7.0,77.0,51.0,Control,147.0
10155,1733552,11.0,44.0,32.0,66.0,Control,153.0
10156,1659172,12.0,27.0,59.0,72.0,Test,170.0
10157,1999950,5.0,20.0,94.0,109.0,Test,228.0
10158,3664748,6.0,7.0,183.0,70.0,Control,266.0
10159,2537139,11.0,26.0,61.0,94.0,Control,192.0
10160,5144063,24.0,13.0,46.0,16.0,Test,99.0
10161,8782655,25.0,5.0,143.0,42.0,Control,215.0
10162,6422805,54.0,37.0,186.0,294.0,Test,571.0
10163,8841408,22.0,11.0,59.0,21.0,Test,113.0
10164,1829847,11.0,15.0,88.0,35.0,Test,149.0
10165,688969,11.0,10.0,99.0,66.0,Control,186.0
10166,519927,57.0,13.0,167.0,403.0,Control,640.0
10167,2013589,30.0,13.0,69.0,180.0,Control,292.0
10168,350524,6.0,71.0,97.0,25.0,Test,199.0
10169,7019113,13.0,45.0,92.0,53.0,Control,203.0
10170,6670822,6.0,6.0,27.0,42.0,Control,81.0
10171,5436214,3.0,14.0,26.0,22.0,Test,65.0
10172,8110944,20.0,12.0,56.0,144.0,Test,232.0
10173,3968836,15.0,63.0,53.0,196.0,Test,327.0
10174,1084286,219.0,53.0,87.0,209.0,Test,568.0
10175,4389711,23.0,36.0,72.0,126.0,Control,257.0
10176,2968242,7.0,8.0,19.0,24.0,Test,58.0
10177,7107543,6.0,86.0,59.0,47.0,Test,198.0
10178,2813563,9.0,40.0,122.0,53.0,Test,224.0
10179,6490913,11.0,18.0,35.0,105.0,Control,169.0
10180,7042270,32.0,44.0,124.0,130.0,Control,330.0
10181,6013539,7.0,37.0,75.0,99.0,Test,218.0
10182,3681183,84.0,23.0,69.0,84.0,Test,260.0
10183,9141735,7.0,4.0,67.0,28.0,Control,106.0
10184,6611712,11.0,27.0,150.0,85.0,Control,273.0
10185,2891163,48.0,36.0,51.0,279.0,Control,414.0
10186,1960597,8.0,24.0,168.0,32.0,Test,232.0
10187,2212962,8.0,19.0,77.0,28.0,Test,132.0
10188,8264976,16.0,36.0,118.0,234.0,Test,404.0
10189,268415,10.0,38.0,53.0,45.0,Test,146.0
10190,4900129,29.0,54.0,63.0,59.0,Control,205.0
10191,2634263,16.0,17.0,33.0,65.0,Test,131.0
10192,1431817,44.0,31.0,76.0,24.0,Control,175.0
10193,7362110,117.0,24.0,84.0,684.0,Control,909.0
10194,342684,8.0,5.0,46.0,67.0,Control,126.0
10195,9785209,95.0,26.0,48.0,25.0,Test,194.0
10196,6296471,5.0,87.0,105.0,62.0,Test,259.0
10197,4900955,7.0,21.0,64.0,136.0,Test,228.0
10198,214594,25.0,5.0,103.0,21.0,Control,154.0
10199,6798836,8.0,5.0,59.0,62.0,Control,134.0
10200,9845705,36.0,8.0,47.0,85.0,Test,176.0
10201,9480124,20.0,8.0,23.0,66.0,Control,117.0
10202,8841544,26.0,54.0,47.0,133.0,Test,260.0
10203,8354188,4.0,31.0,111.0,24.0,Test,170.0
10204,2418775,19.0,43.0,86.0,257.0,Test,405.0
10205,1243160,42.0,22.0,90.0,27.0,Test,181.0
10206,5257748,11.0,25.0,71.0,26.0,Test,133.0
10207,3865233,15.0,10.0,124.0,106.0,Control,255.0
10208,2594883,4.0,15.0,65.0,53.0,Test,137.0
10209,4273312,31.0,68.0,149.0,232.0,Control,480.0
10210,4481489,3.0,13.0,39.0,64.0,Test,119.0
10211,9967744,8.0,11.0,38.0,63.0,Control,120.0
10212,574898,129.0,123.0,81.0,301.0,Test,634.0
10213,3450553,22.0,38.0,25.0,79.0,Control,164.0
10214,1544817,5.0,7.0,16.0,16.0,Test,44.0
10215,7768954,11.0,26.0,89.0,151.0,Test,277.0
10216,4326386,20.0,36.0,94.0,60.0,Control,210.0
10217,8857044,50.0,46.0,97.0,499.0,Control,692.0
10218,1902079,10.0,52.0,69.0,24.0,Test,155.0
10219,7264575,85.0,14.0,58.0,50.0,Test,207.0
10220,3682246,11.0,108.0,189.0,130.0,Test,438.0
10221,3877680,11.0,10.0,86.0,40.0,Control,147.0
10222,7409536,48.0,18.0,65.0,55.0,Test,186.0
10223,4630395,3.0,6.0,18.0,32.0,Control,59.0
10224,4644757,18.0,86.0,95.0,283.0,Test,482.0
10225,7128894,18.0,31.0,35.0,42.0,Control,126.0
10226,1092660,10.0,57.0,29.0,43.0,Control,139.0
10227,309009,10.0,46.0,95.0,20.0,Test,171.0
10228,2695351,7.0,15.0,58.0,44.0,Test,124.0
10229,6090963,6.0,20.0,20.0,29.0,Test,75.0
10230,4316529,14.0,9.0,51.0,36.0,Test,110.0
10231,9507433,10.0,20.0,24.0,29.0,Control,83.0
10232,2586304,6.0,9.0,257.0,62.0,Control,334.0
10233,9925000,10.0,36.0,39.0,95.0,Test,180.0
