,client_id,time_step_1,time_step_2,time_step_3,time_confirm,Variation,total_time,Time_AVG,result,AVG_minutes
8011,9404711,9.0,14.0,133.0,39.0,Test,195.0,48.8,succeed,0.81
8012,7648381,2.0,15.0,52.0,17.0,Test,86.0,21.5,succeed,0.36
8013,6697652,15.0,21.0,142.0,45.0,Test,223.0,55.8,succeed,0.93
8014,7574598,27.0,28.0,95.0,94.0,Control,244.0,61.0,succeed,1.02
8015,8759490,6.0,18.0,131.0,64.0,Test,219.0,54.8,succeed,0.91
8016,963061,11.0,47.0,142.0,32.0,Test,232.0,58.0,succeed,0.97
8017,5370094,9.0,34.0,51.0,224.0,Test,318.0,79.5,succeed,1.32
8018,320617,5.0,3.0,29.0,14.0,Test,51.0,12.8,succeed,0.21
8019,5970149,6.0,7.0,282.0,34.0,Control,329.0,82.2,succeed,1.37
8020,4192940,5.0,5.0,17.0,45.0,Control,72.0,18.0,succeed,0.3
8021,2277142,39.0,14.0,400.0,361.0,Control,814.0,203.5,succeed,3.39
8022,4230200,6.0,75.0,186.0,26.0,Test,293.0,73.2,succeed,1.22
8023,4153931,6.0,6.0,24.0,62.0,Control,98.0,24.5,succeed,0.41
8024,4071978,9.0,35.0,64.0,128.0,Control,236.0,59.0,succeed,0.98
8025,6461165,13.0,48.0,133.0,30.0,Control,224.0,56.0,succeed,0.93
8026,693757,13.0,25.0,83.0,87.0,Control,208.0,52.0,succeed,0.87
8027,2880593,126.0,43.0,30.0,48.0,Test,247.0,61.8,succeed,1.03
8028,8455692,9.0,5.0,206.0,55.0,Control,275.0,68.8,succeed,1.15
8029,846090,223.0,149.0,67.0,120.0,Test,559.0,139.8,succeed,2.33
8030,6206976,46.0,57.0,101.0,168.0,Test,372.0,93.0,succeed,1.55
8031,15189,8.0,28.0,89.0,22.0,Test,147.0,36.8,succeed,0.61
8032,4825475,3.0,4.0,36.0,15.0,Test,58.0,14.5,succeed,0.24
8033,4976982,8.0,23.0,105.0,28.0,Control,164.0,41.0,succeed,0.68
8034,6096252,4.0,16.0,50.0,28.0,Control,98.0,24.5,succeed,0.41
8035,8242900,4.0,16.0,158.0,118.0,Test,296.0,74.0,succeed,1.23
8036,6743414,20.0,60.0,101.0,45.0,Control,226.0,56.5,succeed,0.94
8037,2576852,12.0,5.0,56.0,17.0,Test,90.0,22.5,succeed,0.38
8038,7732298,35.0,63.0,400.0,166.0,Test,664.0,166.0,succeed,2.77
8039,4686288,9.0,9.0,55.0,17.0,Test,90.0,22.5,succeed,0.38
8040,7526845,53.0,45.0,45.0,158.0,Test,301.0,75.2,succeed,1.25
8041,6814540,52.0,9.0,79.0,58.0,Control,198.0,49.5,succeed,0.82
8042,8738260,21.0,7.0,92.0,72.0,Control,192.0,48.0,succeed,0.8
8043,6980497,7.0,20.0,141.0,34.0,Test,202.0,50.5,succeed,0.84
8044,6139351,12.0,7.0,36.0,50.0,Control,105.0,26.2,succeed,0.44
8045,1297334,38.0,112.0,183.0,81.0,Test,414.0,103.5,succeed,1.72
8046,9289320,20.0,6.0,46.0,72.0,Control,144.0,36.0,succeed,0.6
8047,3703729,20.0,42.0,69.0,125.0,Test,256.0,64.0,succeed,1.07
8048,7257825,8.0,13.0,82.0,58.0,Test,161.0,40.2,succeed,0.67
8049,6212252,6.0,7.0,33.0,66.0,Control,112.0,28.0,succeed,0.47
8050,3880053,392.0,39.0,82.0,58.0,Control,571.0,142.8,succeed,2.38
8051,3052534,15.0,15.0,43.0,58.0,Control,131.0,32.8,succeed,0.55
8052,2758714,92.0,30.0,138.0,183.0,Control,443.0,110.8,succeed,1.85
8053,416346,11.0,199.0,68.0,31.0,Test,309.0,77.2,succeed,1.29
8054,6863960,45.0,41.0,58.0,83.0,Control,227.0,56.8,succeed,0.95
8055,305028,8.0,24.0,97.0,33.0,Test,162.0,40.5,succeed,0.68
8056,9198255,12.0,22.0,96.0,90.0,Control,220.0,55.0,succeed,0.92
8057,6496436,6.0,13.0,81.0,25.0,Test,125.0,31.2,succeed,0.52
8058,2222556,12.0,22.0,43.0,241.0,Test,318.0,79.5,succeed,1.32
8059,5231727,19.0,45.0,67.0,223.0,Test,354.0,88.5,succeed,1.48
8060,3464541,8.0,27.0,434.0,24.0,Test,493.0,123.2,succeed,2.05
8061,5063441,6.0,12.0,67.0,35.0,Control,120.0,30.0,succeed,0.5
8062,6444715,42.0,24.0,45.0,268.0,Test,379.0,94.8,succeed,1.58
8063,3432025,40.0,11.0,31.0,103.0,Control,185.0,46.2,succeed,0.77
8064,5749316,25.0,37.0,60.0,73.0,Control,195.0,48.8,succeed,0.81
8065,6564341,56.0,13.0,50.0,117.0,Test,236.0,59.0,succeed,0.98
8066,9089095,10.0,20.0,70.0,48.0,Test,148.0,37.0,succeed,0.62
8067,4608096,14.0,5.0,81.0,52.0,Control,152.0,38.0,succeed,0.63
8068,9512477,20.0,41.0,111.0,92.0,Control,264.0,66.0,succeed,1.1
8069,7118730,6.0,9.0,57.0,43.0,Control,115.0,28.8,succeed,0.48
8070,7835776,15.0,42.0,84.0,50.0,Control,191.0,47.8,succeed,0.8
8071,3991845,18.0,9.0,92.0,72.0,Control,191.0,47.8,succeed,0.8
8072,3344093,35.0,41.0,104.0,104.0,Control,284.0,71.0,succeed,1.18
8073,2276803,19.0,10.0,55.0,47.0,Control,131.0,32.8,succeed,0.55
8074,7933649,25.0,6.0,135.0,287.0,Control,453.0,113.2,succeed,1.89
8075,3076358,14.0,39.0,72.0,82.0,Control,207.0,51.8,succeed,0.86
8076,9258987,8.0,39.0,108.0,42.0,Test,197.0,49.2,succeed,0.82
8077,2088839,18.0,41.0,108.0,57.0,Test,224.0,56.0,succeed,0.93
8078,3471981,9.0,9.0,83.0,46.0,Test,147.0,36.8,succeed,0.61
8079,7893490,4.0,8.0,36.0,21.0,Test,69.0,17.2,succeed,0.29
8080,342341,8.0,11.0,182.0,56.0,Control,257.0,64.2,succeed,1.07
8081,3662008,11.0,42.0,78.0,68.0,Test,199.0,49.8,succeed,0.83
8082,4631808,7.0,4.0,654.0,42.0,Test,707.0,176.8,succeed,2.95
8083,3233984,59.0,103.0,37.0,229.0,Control,428.0,107.0,succeed,1.78
8084,1173753,36.0,67.0,144.0,63.0,Control,310.0,77.5,succeed,1.29
8085,9884285,8.0,25.0,56.0,106.0,Test,195.0,48.8,succeed,0.81
8086,6528570,6.0,12.0,58.0,25.0,Test,101.0,25.2,succeed,0.42
8087,7709301,14.0,25.0,50.0,415.0,Test,504.0,126.0,succeed,2.1
8088,7302292,4.0,6.0,38.0,15.0,Test,63.0,15.8,succeed,0.26
8089,1227277,56.0,32.0,88.0,176.0,Control,352.0,88.0,succeed,1.47
8090,1124273,254.0,32.0,80.0,118.0,Test,484.0,121.0,succeed,2.02
8091,8697150,6.0,15.0,145.0,128.0,Control,294.0,73.5,succeed,1.23
8092,6893972,28.0,18.0,92.0,119.0,Control,257.0,64.2,succeed,1.07
8093,6645179,11.0,48.0,68.0,56.0,Test,183.0,45.8,succeed,0.76
8094,5296140,136.0,39.0,173.0,462.0,Control,810.0,202.5,succeed,3.38
8095,5927735,6.0,37.0,111.0,84.0,Test,238.0,59.5,succeed,0.99
8096,3436036,8.0,26.0,13.0,45.0,Test,92.0,23.0,succeed,0.38
8097,3935675,4.0,30.0,56.0,89.0,Test,179.0,44.8,succeed,0.75
8098,3487248,34.0,29.0,77.0,70.0,Control,210.0,52.5,succeed,0.88
8099,2023843,16.0,28.0,54.0,27.0,Test,125.0,31.2,succeed,0.52
8100,3809150,26.0,91.0,60.0,237.0,Control,414.0,103.5,succeed,1.72
8101,1498073,5.0,11.0,20.0,22.0,Test,58.0,14.5,succeed,0.24
8102,3073670,13.0,8.0,94.0,70.0,Control,185.0,46.2,succeed,0.77
8103,7123977,15.0,57.0,141.0,212.0,Control,425.0,106.2,succeed,1.77
8104,4760221,11.0,69.0,114.0,40.0,Control,234.0,58.5,succeed,0.98
8105,4632590,12.0,17.0,78.0,42.0,Test,149.0,37.2,succeed,0.62
8106,851453,9.0,6.0,115.0,39.0,Control,169.0,42.2,succeed,0.7
8107,5949513,73.0,9.0,62.0,17.0,Test,161.0,40.2,succeed,0.67
8108,5284240,5.0,18.0,57.0,29.0,Test,109.0,27.2,succeed,0.45
8109,7452055,7.0,91.0,64.0,53.0,Test,215.0,53.8,succeed,0.9
8110,3859627,37.0,48.0,181.0,97.0,Control,363.0,90.8,succeed,1.51
8111,3397950,11.0,15.0,67.0,35.0,Test,128.0,32.0,succeed,0.53
8112,4259789,7.0,54.0,30.0,53.0,Test,144.0,36.0,succeed,0.6
8113,5393255,6.0,6.0,172.0,47.0,Test,231.0,57.8,succeed,0.96
8114,3651919,5.0,11.0,57.0,37.0,Test,110.0,27.5,succeed,0.46
8115,9690919,6.0,6.0,116.0,86.0,Control,214.0,53.5,succeed,0.89
8116,5459007,59.0,34.0,78.0,46.0,Test,217.0,54.2,succeed,0.9
8117,2685804,49.0,10.0,185.0,170.0,Control,414.0,103.5,succeed,1.72
8118,9572701,54.0,81.0,202.0,300.0,Control,637.0,159.2,succeed,2.65
8119,1944168,11.0,35.0,177.0,42.0,Control,265.0,66.2,succeed,1.1
8120,9797408,8.0,5.0,50.0,116.0,Control,179.0,44.8,succeed,0.75
8121,5091469,68.0,48.0,45.0,23.0,Test,184.0,46.0,succeed,0.77
8122,6864371,9.0,6.0,350.0,26.0,Control,391.0,97.8,succeed,1.63
8123,6210900,9.0,182.0,21.0,725.0,Test,937.0,234.2,succeed,3.9
8124,3928305,19.0,8.0,312.0,67.0,Control,406.0,101.5,succeed,1.69
8125,4422924,105.0,29.0,101.0,336.0,Control,571.0,142.8,succeed,2.38
8126,8321972,723.0,11.0,108.0,123.0,Control,965.0,241.2,succeed,4.02
8127,6770563,8.0,13.0,47.0,47.0,Test,115.0,28.8,succeed,0.48
8128,177876,4.0,13.0,47.0,41.0,Control,105.0,26.2,succeed,0.44
8129,7595038,43.0,22.0,1073.0,157.0,Control,1295.0,323.8,succeed,5.4
8130,7239063,17.0,26.0,66.0,98.0,Control,207.0,51.8,succeed,0.86
8131,5488119,10.0,35.0,77.0,70.0,Control,192.0,48.0,succeed,0.8
8132,9070743,7.0,6.0,42.0,42.0,Control,97.0,24.2,succeed,0.4
8133,615001,32.0,45.0,37.0,137.0,Control,251.0,62.8,succeed,1.05
8134,8200585,64.0,40.0,35.0,52.0,Test,191.0,47.8,succeed,0.8
8135,8867579,7.0,6.0,9.0,31.0,Control,53.0,13.2,succeed,0.22
8136,5048268,136.0,5.0,62.0,34.0,Control,237.0,59.2,succeed,0.99
8137,3119324,82.0,125.0,53.0,479.0,Test,739.0,184.8,succeed,3.08
8138,229123,4.0,10.0,54.0,27.0,Test,95.0,23.8,succeed,0.4
8139,7450119,13.0,14.0,126.0,58.0,Control,211.0,52.8,succeed,0.88
8140,2003392,5.0,32.0,126.0,83.0,Control,246.0,61.5,succeed,1.02
8141,8275933,14.0,120.0,37.0,146.0,Test,317.0,79.2,succeed,1.32
8142,4719350,28.0,42.0,68.0,40.0,Control,178.0,44.5,succeed,0.74
8143,2214904,14.0,42.0,51.0,60.0,Test,167.0,41.8,succeed,0.7
8144,6778936,18.0,78.0,165.0,69.0,Test,330.0,82.5,succeed,1.38
8145,6937917,10.0,16.0,66.0,20.0,Test,112.0,28.0,succeed,0.47
8146,266183,39.0,12.0,48.0,268.0,Control,367.0,91.8,succeed,1.53
8147,7240019,4.0,8.0,125.0,23.0,Test,160.0,40.0,succeed,0.67
8148,8604039,8.0,8.0,49.0,98.0,Control,163.0,40.8,succeed,0.68
8149,351792,45.0,11.0,68.0,124.0,Control,248.0,62.0,succeed,1.03
8150,2658964,37.0,148.0,38.0,127.0,Control,350.0,87.5,succeed,1.46
8151,4570643,34.0,34.0,54.0,63.0,Control,185.0,46.2,succeed,0.77
8152,9426272,46.0,9.0,104.0,221.0,Control,380.0,95.0,succeed,1.58
8153,3696773,5.0,12.0,28.0,36.0,Test,81.0,20.2,succeed,0.34
8154,8175396,35.0,16.0,70.0,66.0,Control,187.0,46.8,succeed,0.78
8155,8533635,28.0,102.0,50.0,355.0,Test,535.0,133.8,succeed,2.23
8156,6553545,9.0,59.0,186.0,33.0,Test,287.0,71.8,succeed,1.2
8157,408180,14.0,8.0,36.0,65.0,Control,123.0,30.8,succeed,0.51
8158,3284361,9.0,15.0,31.0,38.0,Test,93.0,23.2,succeed,0.39
8159,4792283,10.0,11.0,34.0,34.0,Control,89.0,22.2,succeed,0.37
8160,2254930,3.0,45.0,49.0,102.0,Test,199.0,49.8,succeed,0.83
8161,537662,362.0,43.0,219.0,138.0,Control,762.0,190.5,succeed,3.18
8162,6705275,23.0,67.0,326.0,87.0,Control,503.0,125.8,succeed,2.1
8163,8985518,69.0,9.0,46.0,276.0,Control,400.0,100.0,succeed,1.67
8164,5852849,15.0,7.0,80.0,82.0,Control,184.0,46.0,succeed,0.77
8165,4921862,10.0,28.0,49.0,85.0,Test,172.0,43.0,succeed,0.72
8166,8636621,2.0,60.0,129.0,31.0,Test,222.0,55.5,succeed,0.92
8167,4102238,38.0,10.0,178.0,108.0,Test,334.0,83.5,succeed,1.39
8168,5656171,10.0,9.0,87.0,27.0,Control,133.0,33.2,succeed,0.55
8169,3875579,16.0,54.0,41.0,87.0,Test,198.0,49.5,succeed,0.82
8170,2159788,15.0,10.0,89.0,39.0,Test,153.0,38.2,succeed,0.64
8171,9144131,11.0,16.0,60.0,29.0,Test,116.0,29.0,succeed,0.48
8172,6750632,48.0,14.0,40.0,327.0,Control,429.0,107.2,succeed,1.79
8173,1927505,5.0,4.0,95.0,27.0,Control,131.0,32.8,succeed,0.55
8174,8044344,3.0,13.0,55.0,16.0,Test,87.0,21.8,succeed,0.36
8175,7360071,5.0,22.0,68.0,29.0,Test,124.0,31.0,succeed,0.52
8176,1063395,6.0,8.0,69.0,17.0,Test,100.0,25.0,succeed,0.42
8177,3160757,34.0,9.0,46.0,19.0,Test,108.0,27.0,succeed,0.45
8178,9399620,19.0,9.0,71.0,87.0,Control,186.0,46.5,succeed,0.78
8179,1919716,16.0,36.0,80.0,87.0,Control,219.0,54.8,succeed,0.91
8180,1877137,6.0,18.0,58.0,24.0,Test,106.0,26.5,succeed,0.44
8181,3285762,24.0,66.0,74.0,131.0,Test,295.0,73.8,succeed,1.23
8182,2894996,28.0,63.0,83.0,65.0,Control,239.0,59.8,succeed,1.0
8183,9964541,156.0,50.0,36.0,22.0,Test,264.0,66.0,succeed,1.1
8184,4213460,4.0,23.0,64.0,33.0,Test,124.0,31.0,succeed,0.52
8185,7036563,7.0,49.0,23.0,104.0,Test,183.0,45.8,succeed,0.76
8186,4308598,79.0,63.0,43.0,92.0,Control,277.0,69.2,succeed,1.15
8187,8505547,3.0,10.0,139.0,37.0,Test,189.0,47.2,succeed,0.79
8188,4429250,3.0,27.0,48.0,16.0,Test,94.0,23.5,succeed,0.39
8189,6716032,8.0,4.0,70.0,55.0,Control,137.0,34.2,succeed,0.57
8190,2782058,8.0,37.0,69.0,315.0,Control,429.0,107.2,succeed,1.79
8191,227805,22.0,21.0,244.0,22.0,Test,309.0,77.2,succeed,1.29
8192,741656,3.0,11.0,42.0,16.0,Test,72.0,18.0,succeed,0.3
8193,1932408,3.0,14.0,55.0,17.0,Test,89.0,22.2,succeed,0.37
8194,4381389,12.0,27.0,117.0,69.0,Test,225.0,56.2,succeed,0.94
8195,1548937,4.0,14.0,52.0,19.0,Test,89.0,22.2,succeed,0.37
8196,4440789,9.0,35.0,27.0,244.0,Test,315.0,78.8,succeed,1.31
8197,5846178,15.0,11.0,113.0,70.0,Control,209.0,52.2,succeed,0.87
8198,8149214,4.0,14.0,61.0,40.0,Control,119.0,29.8,succeed,0.5
8199,4150996,11.0,23.0,53.0,49.0,Test,136.0,34.0,succeed,0.57
8200,5017388,4.0,18.0,956.0,30.0,Test,1008.0,252.0,succeed,4.2
8201,871652,28.0,5.0,169.0,178.0,Control,380.0,95.0,succeed,1.58
8202,4969763,31.0,144.0,58.0,133.0,Control,366.0,91.5,succeed,1.52
8203,9543802,12.0,30.0,40.0,78.0,Test,160.0,40.0,succeed,0.67
8204,1294767,7.0,59.0,39.0,53.0,Test,158.0,39.5,succeed,0.66
8205,6421319,4.0,17.0,31.0,32.0,Control,84.0,21.0,succeed,0.35
8206,8383454,3.0,21.0,49.0,32.0,Test,105.0,26.2,succeed,0.44
8207,176808,13.0,6.0,76.0,62.0,Control,157.0,39.2,succeed,0.65
8208,3407578,13.0,23.0,156.0,63.0,Test,255.0,63.8,succeed,1.06
8209,1979629,82.0,20.0,98.0,28.0,Test,228.0,57.0,succeed,0.95
8210,3061563,276.0,84.0,198.0,122.0,Control,680.0,170.0,succeed,2.83
8211,8438270,480.0,177.0,354.0,311.0,Control,1322.0,330.5,succeed,5.51
8212,8551366,8.0,4.0,64.0,22.0,Test,98.0,24.5,succeed,0.41
8213,8482390,65.0,37.0,78.0,67.0,Control,247.0,61.8,succeed,1.03
8214,1634935,10.0,10.0,29.0,59.0,Test,108.0,27.0,succeed,0.45
8215,8101420,71.0,176.0,71.0,70.0,Control,388.0,97.0,succeed,1.62
8216,2268231,64.0,52.0,49.0,168.0,Control,333.0,83.2,succeed,1.39
8217,6008567,19.0,19.0,464.0,39.0,Test,541.0,135.2,succeed,2.25
8218,9572005,22.0,41.0,52.0,104.0,Test,219.0,54.8,succeed,0.91
8219,9848741,20.0,23.0,112.0,61.0,Control,216.0,54.0,succeed,0.9
8220,4005943,12.0,11.0,123.0,35.0,Control,181.0,45.2,succeed,0.75
8221,530965,5.0,19.0,113.0,76.0,Test,213.0,53.2,succeed,0.89
8222,8403390,5.0,6.0,32.0,28.0,Test,71.0,17.8,succeed,0.3
8223,3967029,6.0,6.0,82.0,58.0,Control,152.0,38.0,succeed,0.63
8224,4442274,25.0,5.0,248.0,40.0,Test,318.0,79.5,succeed,1.32
8225,238154,10.0,8.0,141.0,55.0,Control,214.0,53.5,succeed,0.89
8226,4099573,17.0,8.0,129.0,91.0,Control,245.0,61.2,succeed,1.02
8227,6713168,10.0,24.0,41.0,63.0,Control,138.0,34.5,succeed,0.57
8228,2767589,9.0,59.0,114.0,114.0,Control,296.0,74.0,succeed,1.23
8229,1785940,43.0,41.0,103.0,60.0,Test,247.0,61.8,succeed,1.03
8230,5666357,10.0,12.0,50.0,23.0,Test,95.0,23.8,succeed,0.4
8231,7468377,33.0,54.0,40.0,315.0,Test,442.0,110.5,succeed,1.84
8232,6199317,19.0,10.0,39.0,114.0,Control,182.0,45.5,succeed,0.76
8233,6638024,11.0,64.0,106.0,99.0,Test,280.0,70.0,succeed,1.17
8234,6609552,31.0,7.0,184.0,507.0,Control,729.0,182.2,succeed,3.04
8235,914309,12.0,34.0,175.0,86.0,Test,307.0,76.8,succeed,1.28
8236,664244,13.0,21.0,49.0,19.0,Test,102.0,25.5,succeed,0.42
8237,6580232,18.0,167.0,344.0,82.0,Test,611.0,152.8,succeed,2.55
8238,6371663,30.0,5.0,51.0,66.0,Control,152.0,38.0,succeed,0.63
8239,2482270,20.0,65.0,27.0,82.0,Control,194.0,48.5,succeed,0.81
8240,5411033,7.0,11.0,95.0,24.0,Test,137.0,34.2,succeed,0.57
8241,5314289,31.0,95.0,558.0,58.0,Control,742.0,185.5,succeed,3.09
8242,1280540,11.0,23.0,152.0,23.0,Test,209.0,52.2,succeed,0.87
8243,516129,14.0,33.0,117.0,244.0,Test,408.0,102.0,succeed,1.7
8244,1455660,32.0,134.0,179.0,46.0,Control,391.0,97.8,succeed,1.63
8245,4229616,6.0,34.0,60.0,45.0,Test,145.0,36.2,succeed,0.6
8246,2481306,17.0,21.0,78.0,44.0,Test,160.0,40.0,succeed,0.67
8247,5519006,11.0,33.0,86.0,56.0,Control,186.0,46.5,succeed,0.78
8248,202856,22.0,61.0,167.0,40.0,Control,290.0,72.5,succeed,1.21
8249,5791290,10.0,10.0,215.0,71.0,Control,306.0,76.5,succeed,1.27
8250,2078407,14.0,7.0,63.0,58.0,Control,142.0,35.5,succeed,0.59
8251,7627270,15.0,95.0,211.0,343.0,Test,664.0,166.0,succeed,2.77
8252,6586925,98.0,11.0,69.0,341.0,Test,519.0,129.8,succeed,2.16
8253,1543785,8.0,15.0,55.0,39.0,Test,117.0,29.2,succeed,0.49
8254,9991244,5.0,27.0,18.0,21.0,Test,71.0,17.8,succeed,0.3
8255,2368093,19.0,4.0,75.0,42.0,Control,140.0,35.0,succeed,0.58
8256,8616579,14.0,8.0,104.0,41.0,Test,167.0,41.8,succeed,0.7
8257,2753304,5.0,51.0,63.0,46.0,Test,165.0,41.2,succeed,0.69
8258,7059525,14.0,55.0,68.0,278.0,Test,415.0,103.8,succeed,1.73
8259,6401355,4.0,13.0,32.0,17.0,Test,66.0,16.5,succeed,0.28
8260,5205052,44.0,14.0,64.0,27.0,Control,149.0,37.2,succeed,0.62
8261,806404,5.0,14.0,67.0,47.0,Test,133.0,33.2,succeed,0.55
8262,4445140,4.0,18.0,30.0,34.0,Test,86.0,21.5,succeed,0.36
8263,3413149,17.0,92.0,139.0,278.0,Test,526.0,131.5,succeed,2.19
8264,8238260,133.0,43.0,166.0,71.0,Test,413.0,103.2,succeed,1.72
8265,312781,125.0,46.0,42.0,17.0,Test,230.0,57.5,succeed,0.96
8266,8685414,62.0,17.0,64.0,327.0,Control,470.0,117.5,succeed,1.96
8267,7337790,136.0,36.0,73.0,31.0,Test,276.0,69.0,succeed,1.15
8268,4386726,15.0,23.0,93.0,53.0,Test,184.0,46.0,succeed,0.77
8269,4578721,21.0,11.0,154.0,54.0,Control,240.0,60.0,succeed,1.0
8270,9084523,3.0,20.0,64.0,24.0,Test,111.0,27.8,succeed,0.46
8271,1717817,16.0,10.0,120.0,99.0,Control,245.0,61.2,succeed,1.02
8272,3507994,30.0,85.0,25.0,44.0,Test,184.0,46.0,succeed,0.77
8273,1425817,51.0,13.0,43.0,41.0,Test,148.0,37.0,succeed,0.62
8274,7808408,6.0,24.0,26.0,24.0,Test,80.0,20.0,succeed,0.33
8275,8265047,6.0,5.0,57.0,23.0,Test,91.0,22.8,succeed,0.38
8276,534878,12.0,26.0,27.0,50.0,Control,115.0,28.8,succeed,0.48
8277,5346197,6.0,17.0,64.0,21.0,Test,108.0,27.0,succeed,0.45
8278,7107324,65.0,19.0,52.0,89.0,Test,225.0,56.2,succeed,0.94
8279,6343369,3.0,38.0,86.0,46.0,Test,173.0,43.2,succeed,0.72
8280,7672522,3.0,11.0,342.0,19.0,Test,375.0,93.8,succeed,1.56
8281,9318961,11.0,59.0,417.0,25.0,Test,512.0,128.0,succeed,2.13
8282,7575224,5.0,175.0,103.0,133.0,Test,416.0,104.0,succeed,1.73
8283,7106061,4.0,8.0,33.0,14.0,Test,59.0,14.8,succeed,0.25
8284,6034128,4.0,24.0,30.0,26.0,Test,84.0,21.0,succeed,0.35
8285,1413426,35.0,7.0,68.0,119.0,Control,229.0,57.2,succeed,0.95
8286,5789058,32.0,59.0,161.0,142.0,Control,394.0,98.5,succeed,1.64
8287,6452935,27.0,52.0,118.0,270.0,Control,467.0,116.8,succeed,1.95
8288,2388335,5.0,27.0,117.0,56.0,Test,205.0,51.2,succeed,0.85
8289,6092269,4.0,5.0,68.0,147.0,Control,224.0,56.0,succeed,0.93
8290,6850642,9.0,93.0,103.0,43.0,Test,248.0,62.0,succeed,1.03
8291,7362853,4.0,30.0,135.0,34.0,Test,203.0,50.8,succeed,0.85
8292,6005174,4.0,21.0,55.0,139.0,Test,219.0,54.8,succeed,0.91
8293,6208954,12.0,45.0,141.0,75.0,Control,273.0,68.2,succeed,1.14
8294,5409306,56.0,22.0,80.0,27.0,Test,185.0,46.2,succeed,0.77
8295,101818,16.0,8.0,85.0,234.0,Control,343.0,85.8,succeed,1.43
8296,6732209,77.0,11.0,238.0,94.0,Control,420.0,105.0,succeed,1.75
8297,6233433,17.0,25.0,108.0,255.0,Control,405.0,101.2,succeed,1.69
8298,8538985,16.0,33.0,25.0,26.0,Test,100.0,25.0,succeed,0.42
8299,2323288,7.0,5.0,43.0,39.0,Control,94.0,23.5,succeed,0.39
8300,7138873,10.0,5.0,72.0,123.0,Test,210.0,52.5,succeed,0.88
8301,9529648,3.0,6.0,91.0,41.0,Control,141.0,35.2,succeed,0.59
8302,1438671,48.0,38.0,447.0,105.0,Control,638.0,159.5,succeed,2.66
8303,789006,78.0,182.0,120.0,434.0,Control,814.0,203.5,succeed,3.39
8304,165428,16.0,43.0,157.0,177.0,Control,393.0,98.2,succeed,1.64
8305,8126320,9.0,19.0,73.0,90.0,Test,191.0,47.8,succeed,0.8
8306,9507421,22.0,18.0,75.0,37.0,Control,152.0,38.0,succeed,0.63
8307,1708943,41.0,42.0,79.0,53.0,Test,215.0,53.8,succeed,0.9
8308,8544434,3.0,11.0,63.0,90.0,Test,167.0,41.8,succeed,0.7
8309,8103911,10.0,30.0,91.0,23.0,Test,154.0,38.5,succeed,0.64
8310,3294033,69.0,96.0,106.0,436.0,Control,707.0,176.8,succeed,2.95
8311,2985225,8.0,6.0,32.0,16.0,Control,62.0,15.5,succeed,0.26
8312,804701,102.0,9.0,98.0,58.0,Control,267.0,66.8,succeed,1.11
8313,7714175,7.0,8.0,53.0,187.0,Test,255.0,63.8,succeed,1.06
8314,7402411,90.0,21.0,174.0,59.0,Test,344.0,86.0,succeed,1.43
8315,1262018,7.0,55.0,237.0,305.0,Test,604.0,151.0,succeed,2.52
8316,4939160,7.0,172.0,67.0,43.0,Control,289.0,72.2,succeed,1.2
8317,9172762,20.0,43.0,324.0,67.0,Test,454.0,113.5,succeed,1.89
8318,6584878,44.0,23.0,113.0,128.0,Test,308.0,77.0,succeed,1.28
8319,5608291,6.0,23.0,151.0,42.0,Test,222.0,55.5,succeed,0.92
8320,5096138,30.0,15.0,65.0,103.0,Control,213.0,53.2,succeed,0.89
8321,3912962,28.0,87.0,117.0,117.0,Control,349.0,87.2,succeed,1.45
8322,9535364,28.0,113.0,543.0,366.0,Test,1050.0,262.5,succeed,4.38
8323,9866234,6.0,44.0,75.0,140.0,Test,265.0,66.2,succeed,1.1
8324,7642295,18.0,39.0,105.0,413.0,Control,575.0,143.8,succeed,2.4
8325,9046161,49.0,79.0,132.0,166.0,Control,426.0,106.5,succeed,1.78
8326,1423182,14.0,22.0,94.0,46.0,Test,176.0,44.0,succeed,0.73
8327,7821759,29.0,19.0,73.0,62.0,Test,183.0,45.8,succeed,0.76
8328,1795648,9.0,6.0,101.0,16.0,Test,132.0,33.0,succeed,0.55
8329,8817189,36.0,37.0,117.0,121.0,Test,311.0,77.8,succeed,1.3
8330,2757019,5.0,31.0,88.0,27.0,Control,151.0,37.8,succeed,0.63
8331,17036,18.0,14.0,107.0,62.0,Control,201.0,50.2,succeed,0.84
8332,7361907,11.0,61.0,53.0,121.0,Test,246.0,61.5,succeed,1.02
8333,5756901,4.0,28.0,81.0,82.0,Test,195.0,48.8,succeed,0.81
8334,127396,7.0,13.0,85.0,51.0,Test,156.0,39.0,succeed,0.65
8335,5446017,23.0,25.0,295.0,45.0,Test,388.0,97.0,succeed,1.62
8336,4795946,13.0,8.0,230.0,356.0,Control,607.0,151.8,succeed,2.53
8337,6025724,28.0,46.0,35.0,106.0,Control,215.0,53.8,succeed,0.9
8338,3176993,12.0,67.0,101.0,201.0,Control,381.0,95.2,succeed,1.59
8339,6238948,14.0,7.0,121.0,26.0,Test,168.0,42.0,succeed,0.7
8340,306459,4.0,87.0,84.0,42.0,Test,217.0,54.2,succeed,0.9
8341,7236664,7.0,9.0,84.0,22.0,Test,122.0,30.5,succeed,0.51
8342,4659529,12.0,5.0,130.0,852.0,Control,999.0,249.8,succeed,4.16
